  (0, 3327)	0.2118541538456122
  (0, 3381)	0.03816879033290257
  (0, 3395)	0.0877226041250412
  (0, 3433)	0.503789878475493
  (0, 3469)	0.07266556381894601
  (0, 6706)	0.017554351466776384
  (0, 6728)	0.11091771283833551
  (0, 6780)	0.02886892117340876
  (0, 6791)	0.15102906314865105
  (0, 6816)	0.25578469842481016
  (0, 6832)	0.3177783512165096
  (0, 6833)	0.035074232986840356
  (0, 6869)	0.08299266874466832
  (0, 642)	0.21395602207374412
  (0, 723)	0.060981302418123814
  (0, 736)	0.048487769290900526
  (0, 1197)	0.013061510418186371
  (0, 1337)	0.0033897400766231935
  (0, 1349)	0.050084650250904264
  (0, 3014)	0.04109308773184135
  (0, 3037)	0.07787405359301944
  (0, 3500)	0.0013069638664484882
  (0, 4130)	0.23040707626735038
  (0, 4225)	0.059571497905315934
  (0, 4828)	0.1997863261075421
  (0, 3336)	0.3284965803413867
  (0, 3338)	0.03714334040123877
  (0, 3344)	0.17353213775011095
  (0, 3357)	0.0534500748611924
  (0, 3359)	0.0195650808110388
  (0, 3362)	0.38781278583503237
  (0, 6715)	0.12176878687825567
  (0, 6736)	0.3013614438929688
  (0, 6745)	0.2751164335370784
  (0, 6752)	0.0422492996020947
  (0, 6759)	0.04841965749190501
  (0, 6762)	0.21108437859769746
  (0, 570)	0.07807307681521498
  (0, 573)	0.021882746073509856
  (0, 813)	0.17773396484127027
  (0, 3059)	0.25477569957925
  (0, 3470)	0.06480093671795298
  (0, 4059)	0.029973342202293897
  (0, 4292)	0.12182540659359456
  (0, 4315)	0.25093482717691334
  (0, 588)	0.1688971483966685
  (0, 701)	0.00046294949917481383
  (0, 760)	0.05195970724736483
  (0, 895)	0.32473099438921543
  (0, 1293)	0.1113436387013989
  (0, 1296)	0.24853213002807234
  (0, 1299)	0.02303669474828563
  (0, 2837)	0.0006462881890507094
  (0, 2871)	0.002081227267617145
  (0, 2931)	0.006520160310657029
  (0, 2957)	0.02203613091140272
  (0, 3470)	0.03331071349525923
  (0, 3727)	0.0025723033156591184
  (0, 4963)	0.002173659061950388
  (0, 5239)	0.00169625443822314
  (0, 152)	0.005889756375849373
  (0, 3076)	0.0031161587098794694
  (0, 4076)	0.0917916495168499
  (0, 4221)	0.06179548933402549
  (0, 4246)	0.06726185392321117
  (0, 4382)	0.06132692973736474
  (0, 4502)	0.0001472984240150696
  (0, 4703)	0.028111132033575913
  (0, 4775)	0.08105925131149447
  (0, 4776)	0.30490403785033837
  (0, 4781)	0.03870758497162871
  (0, 6343)	0.1180301011565682
  (0, 6429)	0.08431309606796521
  (0, 6465)	0.05354566058723403
  (0, 142)	0.03798815165175692
  (0, 172)	0.29390384158976224
  (0, 185)	0.05948118289157259
  (0, 201)	0.04634780842589648
  (0, 307)	0.018274998894852942
  (0, 3685)	0.22460894870500148
  (0, 3699)	0.016742254008477224
  (0, 3795)	0.1549644374446923
  (0, 3819)	0.14768837638798793
  (0, 637)	0.07228735483127376
  (0, 1255)	0.01739097474192833
  (0, 1256)	0.0033528042265012006
  (0, 1873)	0.06756480702660227
  (0, 1891)	0.1725008737729094
  (0, 2878)	0.022139094964388248
  (0, 2944)	0.21043812953611254
  (0, 3000)	0.05194716481163486
  (0, 3008)	0.04983415080638926
  (0, 3009)	0.3293298282175453
  (0, 6534)	0.0032148170647147947
  (0, 695)	0.02526649512563868
  (0, 1463)	0.0018985634718721683
  (0, 4123)	0.07650197843806453
  (0, 4124)	0.013434802634819495
  (0, 6403)	0.09136475012091204
  (0, 6460)	0.3671408697901406
  (0, 6468)	0.4243925404185525
  (0, 1566)	0.06388702636980394
  (0, 1620)	0.0013184840610173454
  (0, 1654)	0.13791008727389434
  (0, 1657)	0.3566469835378239
  (0, 1658)	0.22623685422485318
  (0, 1664)	0.11176222007620121
  (0, 1694)	0.05803539062637866
  (0, 1725)	0.04420295383002731
  (0, 5090)	0.22084811842816704
  (0, 5120)	0.1996483438330576
  (0, 5126)	0.0916309366747478
  (0, 5128)	0.07941337291102127
  (0, 5194)	0.2496638574224565
  (0, 5361)	0.15879537073054983
  (0, 2104)	0.38022787346732123
  (0, 2107)	0.1441940877109647
  (0, 2111)	0.08651071964745502
  (0, 2206)	0.07735174358131637
  (0, 2208)	0.16368476783476318
  (0, 2230)	0.13764797772150683
  (0, 2241)	0.010382830036672732
  (0, 5565)	0.11147530885031122
  (0, 5566)	0.066765914905053
  (0, 5569)	0.28420825342446143
  (0, 5571)	0.31626156862624777
  (0, 5667)	0.07217873069030736
  (0, 5668)	0.012502001756295796
  (0, 5669)	0.1366082217473233
  (0, 1510)	0.00010995892197172974
  (0, 1844)	0.000656629673098542
  (0, 2135)	0.08168461590334257
  (0, 2139)	0.196241390007496
  (0, 2174)	0.4259336132852729
  (0, 2260)	0.052237929801551494
  (0, 2271)	0.04340915355270626
  (0, 2278)	0.15296950495318204
  (0, 2699)	0.00932695973286569
  (0, 2770)	0.03743024416851279
  (0, 4888)	0.0007068813898379141
  (0, 5595)	0.33589440931129844
  (0, 5636)	0.023210707550488933
  (0, 5654)	0.3625783077472599
  (0, 5720)	0.014246612854729172
  (0, 5732)	0.18791859440674008
  (0, 5736)	0.0009372223042283057
  (0, 5739)	0.04159576975250031
  (0, 6166)	0.005636296526269109
  (0, 6232)	0.027275198156647733
