  (0, 705)	0.03420865295154822
  (0, 785)	0.0010256130524643906
  (0, 836)	0.017024221163797454
  (0, 866)	0.01890232480908722
  (0, 884)	0.04245106037690405
  (0, 940)	0.0038961757402829157
  (0, 1212)	0.009360259152921852
  (0, 1449)	0.09357372970606337
  (0, 1540)	0.054778318867890495
  (0, 2913)	0.00628685420926177
  (0, 2914)	0.060348622125904416
  (0, 3021)	0.06938552490584664
  (0, 3129)	0.04249421880303955
  (0, 3143)	0.09061764586817918
  (0, 3144)	0.01083701277422079
  (0, 3145)	0.03884423006589536
  (0, 4107)	0.005334244245346783
  (0, 4193)	0.04452218234594626
  (0, 4322)	0.03817061854557394
  (0, 4352)	0.014777229812949922
  (0, 4801)	0.020175487971243272
  (0, 4919)	0.04129422942479634
  (0, 4922)	0.10098818385786121
  (0, 5285)	1.8922958617684082e-05
  (0, 6372)	0.0532305462584949
  (0, 6470)	0.0019173545852207066
  (0, 6564)	0.08553653542064141
  (0, 835)	0.07919986932025277
  (0, 866)	0.08850078961639457
  (0, 871)	0.01855566629620654
  (0, 1137)	0.0012232393617400796
  (0, 1206)	0.32295217890006994
  (0, 3089)	0.35209117100521303
  (0, 3142)	0.11939202475805877
  (0, 4745)	0.018085060742064157
  (0, 833)	0.008271534438895138
  (0, 853)	0.011767112582725106
  (0, 4297)	0.034419656660825186
  (0, 4323)	0.005048851093593335
  (0, 4623)	0.034605939780094214
  (0, 4690)	0.11860638943006832
  (0, 4814)	0.24991610504292294
  (0, 4919)	0.09665679667150658
  (0, 4969)	0.010348271506858535
  (0, 6512)	0.33372326485754894
  (0, 6562)	0.09663607793496173
  (0, 676)	0.2018294895090775
  (0, 677)	0.03279258104465306
  (0, 889)	0.004854965229810972
  (0, 1336)	0.1617196818640884
  (0, 2913)	0.19829062480616613
  (0, 3022)	0.04744437603805023
  (0, 4288)	0.10771963450933068
  (0, 4290)	0.1958130832477537
  (0, 6545)	0.0495355637510693
  (0, 1008)	0.04633303692169573
  (0, 1010)	0.42976820062324556
  (0, 1016)	0.1459370872706921
  (0, 1019)	0.017059874189286936
  (0, 1043)	0.18165490253509745
  (0, 1047)	0.007530384557563361
  (0, 1055)	0.044850964255617146
  (0, 1523)	0.1268655496468018
  (0, 4495)	0.30809816826659864
  (0, 4500)	0.08282994666482213
  (0, 4505)	0.06862555134861903
  (0, 4532)	0.09570312631730157
  (0, 4533)	0.18081982025152163
  (0, 4535)	0.019820362399099026
  (0, 4536)	0.13164851607121272
  (0, 4541)	0.061822503230314935
  (0, 4634)	0.03346774221425631
  (0, 4994)	0.017164263236253825
  (0, 596)	0.017634437087623963
  (0, 1269)	0.42333843389682196
  (0, 1330)	0.048518397435362064
  (0, 2847)	0.01734030380496902
  (0, 3511)	0.01306593656648902
  (0, 4084)	0.0637335004964909
  (0, 4109)	0.009267755195122001
  (0, 4752)	0.2587796708264514
  (0, 6312)	0.05284536398603706
  (0, 6342)	0.09547620070463247
  (0, 3209)	0.04220217596788917
  (0, 3215)	0.006427186757896296
  (0, 3221)	0.003026788367951077
  (0, 3326)	0.034142858308268416
