9.975013732910156250e-01,-4.581633210182189941e-02,-5.377611890435218811e-02,4.777598381042480469e-02,9.982185363769531250e-01,3.573900461196899414e-02,5.204289034008979797e-02,-3.821890056133270264e-02,9.979132413864135742e-01
9.992824196815490723e-01,6.026319228112697601e-03,-3.739343211054801941e-02,-6.679645739495754242e-03,9.998267889022827148e-01,-1.737087033689022064e-02,3.728226944804191589e-02,1.760818623006343842e-02,9.991496205329895020e-01
9.999425411224365234e-01,3.743752837181091309e-03,1.004544552415609360e-02,-2.592911478132009506e-03,9.936797022819519043e-01,-1.122228279709815979e-01,-1.040208991616964340e-02,1.121903285384178162e-01,9.936322569847106934e-01
9.972820878028869629e-01,6.232966855168342590e-02,-3.928674012422561646e-02,-6.804988533258438110e-02,9.836279749870300293e-01,-1.668688952922821045e-01,2.824266441166400909e-02,1.690888106822967529e-01,9.851961135864257812e-01
9.929812550544738770e-01,-2.576789073646068573e-02,1.154306903481483459e-01,4.919908195734024048e-02,9.775213599205017090e-01,-2.050158232450485229e-01,-1.075531467795372009e-01,2.092559486627578735e-01,9.719281196594238281e-01
9.995215535163879395e-01,-2.437198534607887268e-02,-1.904342137277126312e-02,2.279280126094818115e-02,9.966021180152893066e-01,-7.914985716342926025e-02,2.090774662792682648e-02,7.867793738842010498e-02,9.966808557510375977e-01
9.660453796386718750e-01,-2.539730370044708252e-01,4.747633635997772217e-02,2.225460559129714966e-01,9.112752676010131836e-01,3.464832305908203125e-01,-1.312614083290100098e-01,-3.241528272628784180e-01,9.368540048599243164e-01
9.789654016494750977e-01,3.561511635780334473e-03,-2.039952725172042847e-01,7.081474363803863525e-02,9.317589998245239258e-01,3.561045825481414795e-01,1.913426965475082397e-01,-3.630599081516265869e-01,9.119076132774353027e-01
9.984890818595886230e-01,1.063704583793878555e-02,-5.391155183315277100e-02,-6.435164250433444977e-03,9.969698190689086914e-01,7.752323895692825317e-02,5.457280576229095459e-02,-7.705918699502944946e-02,9.955319166183471680e-01
9.489340782165527344e-01,5.726591497659683228e-02,3.102332949638366699e-01,-1.297702193260192871e-01,9.671914577484130859e-01,2.184042483568191528e-01,-2.875478863716125488e-01,-2.475102990865707397e-01,9.252322912216186523e-01
9.649782776832580566e-01,2.441425807774066925e-03,2.623184025287628174e-01,-2.187364548444747925e-02,9.972233176231384277e-01,7.118428498506546021e-02,-2.614162266254425049e-01,-7.442914694547653198e-02,9.623522758483886719e-01
9.838767051696777344e-01,-9.938875585794448853e-02,1.486896425485610962e-01,1.008833423256874084e-01,9.948950409889221191e-01,-2.524621784687042236e-03,-1.476796716451644897e-01,1.748420111835002899e-02,9.888806939125061035e-01
9.544785618782043457e-01,1.131142079830169678e-01,2.759996950626373291e-01,-8.851031959056854248e-02,9.910358786582946777e-01,-1.000690907239913940e-01,-2.848448455333709717e-01,7.108499109745025635e-02,9.559342861175537109e-01
9.610480666160583496e-01,-2.311668992042541504e-01,-1.514877229928970337e-01,2.204069495201110840e-01,9.717349410057067871e-01,-8.456983417272567749e-02,1.667556613683700562e-01,4.788673669099807739e-02,9.848347306251525879e-01
9.881330728530883789e-01,9.054283052682876587e-02,-1.240765750408172607e-01,-7.842411845922470093e-02,9.919616580009460449e-01,9.930593520402908325e-02,1.320706605911254883e-01,-8.839686959981918335e-02,9.872909188270568848e-01
7.985177040100097656e-01,6.017909049987792969e-01,-1.474144309759140015e-02,-6.019072532653808594e-01,7.985507249832153320e-01,-4.955135285854339600e-03,8.789835497736930847e-03,1.282974332571029663e-02,9.998790621757507324e-01
8.068842887878417969e-01,-5.905476212501525879e-01,1.383161172270774841e-02,5.900295376777648926e-01,8.068576455116271973e-01,2.908388152718544006e-02,-2.833555638790130615e-02,-1.530626788735389709e-02,9.994812607765197754e-01
9.244300723075866699e-01,-1.048542708158493042e-01,-3.666533529758453369e-01,4.961912333965301514e-02,9.863558411598205566e-01,-1.569717526435852051e-01,3.781098425388336182e-01,1.269164085388183594e-01,9.170197248458862305e-01
8.786473274230957031e-01,1.774697005748748779e-01,4.432644844055175781e-01,-1.833171844482421875e-01,9.825951457023620605e-01,-3.002655506134033203e-02,-4.408783316612243652e-01,-5.487524718046188354e-02,8.958877921104431152e-01
9.996935129165649414e-01,9.671487845480442047e-03,-2.278883382678031921e-02,-1.210553105920553207e-02,9.939443469047546387e-01,-1.092155575752258301e-01,2.159455418586730957e-02,1.094579547643661499e-01,9.937568306922912598e-01
9.965165257453918457e-01,7.847955077886581421e-02,-2.821028232574462891e-02,-8.029109984636306763e-02,9.942991137504577637e-01,-7.016100734472274780e-02,2.254325523972511292e-02,7.218163460493087769e-02,9.971367120742797852e-01
4.942817091941833496e-01,8.447596430778503418e-01,2.051014453172683716e-01,-6.619005799293518066e-01,2.127789855003356934e-01,7.187576889991760254e-01,5.635362863540649414e-01,-4.910255372524261475e-01,6.643197536468505859e-01
2.184450030326843262e-01,-9.512091875076293945e-01,-2.179054766893386841e-01,6.676245927810668945e-01,-1.718628406524658203e-02,7.442997097969055176e-01,-7.117297649383544922e-01,-3.080676198005676270e-01,6.312963962554931641e-01
